Category,Product,City,Order Date,Sales,Discount,Profit
Snacks,Cookies,Namakkal,2017-08-22,1301,0.14,351.27
Beverages,Health Drinks,Trichy,2017-12-22,1277,0.35,242.63
Snacks,Noodles,Kanyakumari,2018-12-22,1961,0.14,627.52
Food Grains,Atta & Flour,Namakkal,2016-12-11,1838,0.14,716.82
Oil & Masala,Masalas,Viluppuram,2017-10-01,734,0.35,110.1
Bakery,Breads & Buns,Tenkasi,2017-11-10,856,0.3,325.28
Bakery,Biscuits,Viluppuram,2016-12-27,702,0.31,231.66
Beverages,Soft Drinks,Tenkasi,2017-09-05,1391,0.1,403.39
Beverages,Health Drinks,Kanyakumari,2018-12-22,997,0.14,199.4
Food Grains,Dals & Pulses,Bodi,2017-09-11,2283,0.14,1027.35
Oil & Masala,Masalas,Viluppuram,2016-12-11,1745,0.2,296.65
Fruits & Veggies,Fresh Vegetables,Coimbatore,2018-05-14,847,0.27,296.45
Food Grains,Atta & Flour,Madurai,2018-01-15,1578,0.26,615.42
Oil & Masala,Spices,Ooty,2018-08-01,1643,0.26,246.45
Food Grains,Dals & Pulses,Madurai,2015-09-20,1246,0.17,62.3
"Eggs, Meat & Fish",Mutton,Coimbatore,2018-11-11,1115,0.17,289.9
Snacks,Chocolates,Tirunelveli,2016-10-23,1958,0.32,606.98
Bakery,Breads & Buns,Madurai,2016-11-29,1913,0.18,803.46
Fruits & Veggies,Fresh Fruits,Tenkasi,2018-08-07,2293,0.21,183.44
Snacks,Chocolates,Vellore,2015-12-15,1053,0.23,410.67
Fruits & Veggies,Organic Vegetables,Ramanadhapuram,2018-06-05,870,0.19,374.1
Beverages,Soft Drinks,Viluppuram,2017-11-17,2489,0.29,597.36
Bakery,Biscuits,Pudukottai,2015-07-11,2245,0.32,269.4
Snacks,Chocolates,Ooty,2018-01-15,658,0.18,223.72
"Eggs, Meat & Fish",Chicken,Krishnagiri,2017-07-23,2251,0.22,900.4
Oil & Masala,Masalas,Viluppuram,2017-12-04,2395,0.35,862.2
Snacks,Chocolates,Trichy,2015-07-23,809,0.33,72.81
"Eggs, Meat & Fish",Fish,Virudhunagar,2018-09-22,1507,0.13,587.73
Snacks,Cookies,Virudhunagar,2015-12-01,505,0.21,35.35
Food Grains,Organic Staples,Bodi,2016-06-16,1981,0.18,158.48
Beverages,Health Drinks,Dharmapuri,2016-08-09,2414,0.19,772.48
"Eggs, Meat & Fish",Eggs,Namakkal,2015-10-14,1690,0.31,321.1
Fruits & Veggies,Organic Fruits,Namakkal,2016-05-30,916,0.2,283.96
Beverages,Health Drinks,Salem,2016-05-30,1210,0.25,84.7
Food Grains,Atta & Flour,Karur,2015-06-21,1874,0.32,787.08
Snacks,Cookies,Ramanadhapuram,2018-11-20,1153,0.11,495.79
Snacks,Chocolates,Ramanadhapuram,2015-07-11,1046,0.1,397.48
Snacks,Chocolates,Krishnagiri,2017-11-07,2023,0.18,161.84
Beverages,Soft Drinks,Kanyakumari,2016-08-09,1304,0.25,352.08
Food Grains,Atta & Flour,Ooty,2017-11-24,2266,0.21,339.9
"Eggs, Meat & Fish",Mutton,Kanyakumari,2018-03-26,944,0.22,330.4
"Eggs, Meat & Fish",Fish,Perambalur,2017-11-07,1646,0.33,213.98
Beverages,Soft Drinks,Cumbum,2018-12-02,1949,0.25,857.56
"Eggs, Meat & Fish",Fish,Perambalur,2015-09-20,2399,0.29,1007.58
Beverages,Health Drinks,Chennai,2016-08-09,1405,0.2,351.25
Snacks,Noodles,Krishnagiri,2017-10-21,1256,0.32,113.04
Bakery,Breads & Buns,Tenkasi,2016-12-07,815,0.34,154.85
Bakery,Cakes,Ramanadhapuram,2015-09-20,596,0.24,59.6
Fruits & Veggies,Fresh Vegetables,Virudhunagar,2015-11-19,721,0.12,324.45
"Eggs, Meat & Fish",Fish,Pudukottai,2015-07-06,2420,0.34,847.0
Bakery,Breads & Buns,Madurai,2018-12-07,1570,0.32,675.1
Beverages,Soft Drinks,Theni,2018-07-07,1417,0.27,637.65
Fruits & Veggies,Fresh Vegetables,Dindigul,2018-09-16,2384,0.18,596.0
Oil & Masala,Edible Oil & Ghee,Krishnagiri,2016-10-05,2273,0.13,295.49
Snacks,Noodles,Virudhunagar,2017-05-03,2250,0.3,675.0
Bakery,Cakes,Namakkal,2018-07-07,1828,0.35,712.92
Fruits & Veggies,Fresh Fruits,Nagercoil,2018-09-16,2108,0.31,231.88
Fruits & Veggies,Fresh Fruits,Perambalur,2016-09-22,1759,0.21,686.01
Food Grains,Dals & Pulses,Kanyakumari,2017-05-03,929,0.22,167.22
Oil & Masala,Edible Oil & Ghee,Viluppuram,2016-12-15,1464,0.3,527.04
Bakery,Cakes,Krishnagiri,2016-12-15,1501,0.35,255.17
Food Grains,Dals & Pulses,Chennai,2018-07-07,2258,0.29,361.28
Oil & Masala,Masalas,Pudukottai,2018-12-08,1173,0.15,480.93
Bakery,Biscuits,Dharmapuri,2017-07-25,2481,0.16,769.11
Food Grains,Atta & Flour,Ooty,2018-06-01,1180,0.17,70.8
Oil & Masala,Masalas,Vellore,2015-05-08,828,0.17,256.68
Fruits & Veggies,Fresh Fruits,Chennai,2018-12-22,843,0.13,160.17
Snacks,Cookies,Salem,2018-09-14,1475,0.28,354.0
Food Grains,Dals & Pulses,Trichy,2016-12-15,1599,0.33,543.66
"Eggs, Meat & Fish",Fish,Chennai,2018-09-14,1781,0.32,676.78
Beverages,Soft Drinks,Salem,2017-05-03,666,0.33,219.78
Bakery,Cakes,Virudhunagar,2017-11-25,1447,0.17,115.76
Beverages,Health Drinks,Virudhunagar,2016-04-16,1726,0.34,120.82
Oil & Masala,Masalas,Virudhunagar,2017-06-06,524,0.14,31.44
Fruits & Veggies,Fresh Fruits,Ramanadhapuram,2017-06-06,1795,0.12,107.7
Snacks,Noodles,Virudhunagar,2017-11-05,2075,0.23,622.5
"Eggs, Meat & Fish",Eggs,Trichy,2018-12-21,638,0.29,70.18
Food Grains,Rice,Bodi,2018-09-22,2403,0.33,1033.29
Bakery,Biscuits,Ooty,2015-01-15,1883,0.1,301.28
Bakery,Biscuits,Virudhunagar,2017-06-06,1613,0.28,419.38
Bakery,Biscuits,Perambalur,2016-04-18,1127,0.34,281.75
Bakery,Breads & Buns,Coimbatore,2015-08-12,994,0.34,377.72
Snacks,Chocolates,Pudukottai,2016-06-15,1159,0.12,220.21
Food Grains,Rice,Kanyakumari,2017-06-14,1416,0.29,198.24
"Eggs, Meat & Fish",Mutton,Krishnagiri,2017-08-09,1242,0.29,558.9
Fruits & Veggies,Fresh Vegetables,Theni,2017-03-26,1964,0.33,157.12
"Eggs, Meat & Fish",Fish,Dindigul,2016-12-21,1480,0.28,621.6
Fruits & Veggies,Organic Fruits,Krishnagiri,2018-08-01,2415,0.22,869.4
Food Grains,Atta & Flour,Krishnagiri,2018-01-14,839,0.29,218.14
Bakery,Biscuits,Madurai,2018-12-25,1958,0.34,724.46
Bakery,Cakes,Ooty,2017-06-09,1539,0.11,430.92
Snacks,Chocolates,Virudhunagar,2016-11-22,1591,0.14,143.19
Snacks,Cookies,Dindigul,2015-11-23,1957,0.32,841.51
Snacks,Noodles,Salem,2016-12-13,907,0.18,217.68
Bakery,Breads & Buns,Ramanadhapuram,2018-04-21,1036,0.27,269.36
Food Grains,Organic Staples,Salem,2015-10-05,998,0.13,269.46
Oil & Masala,Edible Oil & Ghee,Madurai,2018-03-19,862,0.35,293.08
Snacks,Noodles,Tirunelveli,2018-09-21,2313,0.22,578.25
Beverages,Soft Drinks,Chennai,2018-09-21,2266,0.32,997.04
Bakery,Biscuits,Theni,2015-11-15,868,0.21,373.24
"Eggs, Meat & Fish",Mutton,Madurai,2018-06-29,1275,0.13,433.5
"Eggs, Meat & Fish",Chicken,Nagercoil,2018-09-17,1853,0.24,148.24
Oil & Masala,Edible Oil & Ghee,Trichy,2016-05-03,2226,0.16,511.98
"Eggs, Meat & Fish",Mutton,Bodi,2018-03-19,1514,0.32,514.76
Fruits & Veggies,Fresh Vegetables,Dindigul,2018-11-18,1663,0.11,432.38
Bakery,Cakes,Tirunelveli,2018-03-23,2099,0.12,272.87
Beverages,Health Drinks,Virudhunagar,2018-12-22,1036,0.13,424.76
"Eggs, Meat & Fish",Chicken,Viluppuram,2017-11-03,2432,0.34,267.52
Food Grains,Organic Staples,Cumbum,2017-12-03,2283,0.13,890.37
Bakery,Biscuits,Tenkasi,2016-12-13,2212,0.2,243.32
"Eggs, Meat & Fish",Fish,Tenkasi,2016-12-12,1531,0.27,275.58
Oil & Masala,Edible Oil & Ghee,Viluppuram,2015-11-28,1299,0.31,558.57
Beverages,Health Drinks,Coimbatore,2018-03-25,1538,0.24,384.5
Bakery,Breads & Buns,Perambalur,2016-03-22,1684,0.35,740.96
"Eggs, Meat & Fish",Eggs,Viluppuram,2018-05-18,1823,0.11,182.3
Fruits & Veggies,Fresh Fruits,Nagercoil,2016-10-01,600,0.25,120.0
Beverages,Soft Drinks,Salem,2018-09-07,1928,0.1,674.8
Bakery,Breads & Buns,Chennai,2015-12-20,981,0.21,441.45
"Eggs, Meat & Fish",Chicken,Cumbum,2016-10-02,1408,0.18,126.72
Fruits & Veggies,Fresh Vegetables,Madurai,2016-12-13,1370,0.12,232.9
Snacks,Noodles,Pudukottai,2018-05-27,1135,0.25,329.15
Oil & Masala,Edible Oil & Ghee,Trichy,2018-11-16,2051,0.26,922.95
Oil & Masala,Spices,Nagercoil,2018-03-25,1712,0.17,154.08
"Eggs, Meat & Fish",Chicken,Bodi,2018-08-21,2200,0.33,396.0
Food Grains,Dals & Pulses,Pudukottai,2018-11-19,2319,0.21,533.37
Bakery,Breads & Buns,Bodi,2018-09-07,1160,0.27,243.6
Food Grains,Dals & Pulses,Madurai,2016-10-02,1306,0.34,261.2
Beverages,Soft Drinks,Perambalur,2015-04-28,2018,0.18,161.44
Oil & Masala,Masalas,Cumbum,2018-03-19,807,0.13,112.98
Fruits & Veggies,Fresh Fruits,Perambalur,2016-06-20,1616,0.31,517.12
Fruits & Veggies,Organic Fruits,Namakkal,2018-04-24,1012,0.3,333.96
Snacks,Cookies,Dindigul,2017-11-03,1271,0.25,190.65
Food Grains,Atta & Flour,Krishnagiri,2016-04-04,885,0.1,203.55
Food Grains,Rice,Namakkal,2016-04-04,1412,0.31,127.08
Fruits & Veggies,Organic Fruits,Ooty,2018-09-07,1549,0.34,77.45
Bakery,Biscuits,Dindigul,2017-03-25,2089,0.19,919.16
Snacks,Chocolates,Namakkal,2017-05-26,1503,0.32,180.36
Oil & Masala,Masalas,Bodi,2018-07-31,2477,0.16,594.48
Food Grains,Rice,Krishnagiri,2016-12-11,1653,0.14,247.95
Oil & Masala,Masalas,Ramanadhapuram,2018-12-14,1057,0.25,179.69
Bakery,Breads & Buns,Viluppuram,2017-10-01,2223,0.27,689.13
Fruits & Veggies,Organic Fruits,Coimbatore,2016-10-15,587,0.29,223.06
Fruits & Veggies,Fresh Vegetables,Karur,2018-04-10,2498,0.24,224.82
Beverages,Soft Drinks,Ramanadhapuram,2018-11-21,2434,0.29,1095.3
Snacks,Noodles,Theni,2017-05-30,1939,0.16,135.73
Snacks,Noodles,Tenkasi,2017-05-30,1062,0.16,95.58
"Eggs, Meat & Fish",Chicken,Karur,2016-12-18,2448,0.14,807.84
Beverages,Soft Drinks,Karur,2015-09-14,1838,0.2,533.02
Beverages,Soft Drinks,Madurai,2017-03-17,1207,0.29,241.4
"Eggs, Meat & Fish",Eggs,Viluppuram,2017-06-04,2230,0.24,691.3
"Eggs, Meat & Fish",Eggs,Dharmapuri,2015-06-21,1044,0.2,83.52
Bakery,Cakes,Cumbum,2015-09-14,755,0.26,271.8
Fruits & Veggies,Organic Vegetables,Tirunelveli,2015-09-14,517,0.3,170.61
Bakery,Cakes,Perambalur,2015-11-26,2390,0.19,167.3
"Eggs, Meat & Fish",Eggs,Vellore,2018-11-16,1693,0.22,643.34
Fruits & Veggies,Organic Fruits,Salem,2016-07-31,1238,0.2,495.2
Bakery,Cakes,Chennai,2018-05-25,507,0.16,35.49
Food Grains,Dals & Pulses,Cumbum,2017-05-08,502,0.27,225.9
Oil & Masala,Masalas,Nagercoil,2018-03-16,1530,0.28,428.4
"Eggs, Meat & Fish",Chicken,Perambalur,2015-10-03,2042,0.18,408.4
Snacks,Cookies,Pudukottai,2018-03-16,1876,0.19,806.68
Snacks,Chocolates,Ooty,2016-12-06,700,0.24,70.0
Snacks,Cookies,Karur,2015-10-10,1638,0.2,196.56
Fruits & Veggies,Fresh Vegetables,Nagercoil,2017-07-14,1343,0.25,282.03
Snacks,Chocolates,Viluppuram,2017-08-13,2268,0.24,1020.6
Fruits & Veggies,Organic Vegetables,Perambalur,2017-02-07,2465,0.19,1084.6
Snacks,Noodles,Karur,2017-11-30,2187,0.1,765.45
Oil & Masala,Masalas,Karur,2016-10-23,1755,0.18,508.95
Bakery,Breads & Buns,Theni,2015-10-08,1345,0.19,564.9
Fruits & Veggies,Organic Fruits,Theni,2018-05-06,1061,0.24,318.3
Fruits & Veggies,Organic Fruits,Theni,2017-07-08,2473,0.25,717.17
"Eggs, Meat & Fish",Fish,Salem,2016-03-22,1289,0.17,412.48
Food Grains,Organic Staples,Tirunelveli,2016-10-23,1303,0.32,547.26
Beverages,Soft Drinks,Namakkal,2017-12-01,2423,0.16,533.06
Beverages,Health Drinks,Dindigul,2017-10-24,2348,0.32,986.16
Bakery,Cakes,Pudukottai,2015-09-13,2268,0.19,476.28
Food Grains,Atta & Flour,Viluppuram,2015-09-13,1898,0.31,512.46
Oil & Masala,Masalas,Bodi,2015-10-16,1158,0.14,138.96
Oil & Masala,Masalas,Dindigul,2017-12-11,1541,0.2,600.99
Fruits & Veggies,Organic Fruits,Viluppuram,2015-09-13,2388,0.28,214.92
Food Grains,Dals & Pulses,Tirunelveli,2016-04-05,2484,0.16,869.4
Oil & Masala,Spices,Madurai,2016-11-02,917,0.17,183.4
Food Grains,Rice,Madurai,2018-03-30,1123,0.31,56.15
Snacks,Cookies,Cumbum,2016-10-31,1646,0.35,246.9
Oil & Masala,Masalas,Karur,2017-09-04,1532,0.32,91.92
Food Grains,Atta & Flour,Viluppuram,2018-09-11,2261,0.34,972.23
Bakery,Breads & Buns,Dharmapuri,2015-12-20,2139,0.2,641.7
Oil & Masala,Spices,Tirunelveli,2018-07-21,1836,0.28,385.56
Fruits & Veggies,Fresh Vegetables,Dindigul,2016-11-21,874,0.34,253.46
Snacks,Chocolates,Kanyakumari,2016-11-21,640,0.22,44.8
"Eggs, Meat & Fish",Fish,Kanyakumari,2017-03-03,1868,0.26,616.44
Oil & Masala,Edible Oil & Ghee,Ooty,2016-10-12,726,0.34,36.3
Bakery,Cakes,Dindigul,2015-09-07,723,0.3,72.3
"Eggs, Meat & Fish",Mutton,Chennai,2016-10-12,2226,0.23,200.34
Snacks,Cookies,Bodi,2018-07-23,1512,0.14,105.84
Beverages,Health Drinks,Nagercoil,2016-07-20,959,0.23,201.39
Fruits & Veggies,Fresh Fruits,Cumbum,2018-09-10,894,0.18,232.44
"Eggs, Meat & Fish",Mutton,Krishnagiri,2018-04-23,2474,0.21,272.14
Fruits & Veggies,Organic Vegetables,Chennai,2018-12-09,1794,0.17,699.66
Snacks,Cookies,Kanyakumari,2018-09-10,2280,0.28,820.8
Fruits & Veggies,Organic Vegetables,Virudhunagar,2015-11-24,2389,0.24,907.82
Fruits & Veggies,Fresh Fruits,Tirunelveli,2017-08-03,536,0.22,209.04
Food Grains,Organic Staples,Ramanadhapuram,2017-11-24,669,0.12,294.36
Oil & Masala,Spices,Chennai,2018-10-28,600,0.3,72.0
Beverages,Soft Drinks,Karur,2018-10-28,2235,0.1,894.0
Snacks,Chocolates,Trichy,2016-07-12,1053,0.29,442.26
Beverages,Soft Drinks,Chennai,2015-09-02,932,0.15,316.88
Snacks,Chocolates,Dindigul,2015-10-17,1203,0.34,324.81
Bakery,Breads & Buns,Coimbatore,2017-11-24,542,0.24,81.3
Fruits & Veggies,Fresh Fruits,Salem,2017-07-18,2079,0.24,519.75
Snacks,Noodles,Ooty,2017-06-28,1394,0.18,236.98
Oil & Masala,Spices,Ramanadhapuram,2016-12-19,2310,0.18,600.6
"Eggs, Meat & Fish",Fish,Karur,2015-07-12,1431,0.2,286.2
Food Grains,Dals & Pulses,Trichy,2015-12-16,1975,0.16,849.25
"Eggs, Meat & Fish",Fish,Karur,2016-07-12,864,0.25,86.4
Oil & Masala,Edible Oil & Ghee,Kanyakumari,2018-11-17,1985,0.13,397.0
"Eggs, Meat & Fish",Mutton,Viluppuram,2016-01-03,1371,0.25,191.94
"Eggs, Meat & Fish",Eggs,Ooty,2017-09-10,777,0.28,341.88
Food Grains,Rice,Vellore,2018-10-23,2330,0.23,1001.9
Fruits & Veggies,Fresh Vegetables,Chennai,2016-02-09,547,0.23,153.16
Beverages,Health Drinks,Pudukottai,2017-08-12,839,0.15,159.41
Snacks,Noodles,Namakkal,2016-07-12,1848,0.2,462.0
Fruits & Veggies,Fresh Fruits,Krishnagiri,2017-07-14,1018,0.11,244.32
Fruits & Veggies,Fresh Fruits,Coimbatore,2016-05-26,2117,0.3,127.02
"Eggs, Meat & Fish",Eggs,Cumbum,2016-10-11,1055,0.32,94.95
Oil & Masala,Spices,Tirunelveli,2018-09-15,1089,0.32,141.57
Bakery,Biscuits,Bodi,2016-07-18,2321,0.11,974.82
Oil & Masala,Masalas,Coimbatore,2018-07-15,840,0.25,361.2
Oil & Masala,Edible Oil & Ghee,Dindigul,2017-09-06,1317,0.26,223.89
Fruits & Veggies,Fresh Fruits,Ooty,2016-11-09,2186,0.24,546.5
Beverages,Health Drinks,Pudukottai,2016-11-23,2483,0.21,744.9
Oil & Masala,Masalas,Tirunelveli,2018-11-05,558,0.33,61.38
Fruits & Veggies,Fresh Vegetables,Tenkasi,2016-09-28,1290,0.34,503.1
Food Grains,Dals & Pulses,Bodi,2018-03-17,1699,0.26,101.94
"Eggs, Meat & Fish",Eggs,Salem,2017-06-11,637,0.25,248.43
Snacks,Chocolates,Tirunelveli,2015-03-05,948,0.35,75.84
Bakery,Cakes,Nagercoil,2017-12-01,1766,0.22,317.88
"Eggs, Meat & Fish",Fish,Chennai,2017-08-27,797,0.17,135.49
Snacks,Chocolates,Viluppuram,2018-03-31,1002,0.21,200.4
Beverages,Health Drinks,Ramanadhapuram,2016-10-09,633,0.21,151.92
"Eggs, Meat & Fish",Chicken,Viluppuram,2018-05-12,887,0.35,301.58
"Eggs, Meat & Fish",Fish,Bodi,2016-11-09,1768,0.17,335.92
Food Grains,Dals & Pulses,Krishnagiri,2017-07-20,2274,0.24,750.42
Food Grains,Atta & Flour,Salem,2018-11-26,2405,0.22,793.65
Fruits & Veggies,Fresh Fruits,Coimbatore,2016-12-04,2395,0.28,1053.8
Food Grains,Rice,Coimbatore,2018-07-11,1597,0.15,351.34
"Eggs, Meat & Fish",Eggs,Chennai,2018-03-17,1673,0.17,368.06
Fruits & Veggies,Organic Vegetables,Pudukottai,2015-11-14,1211,0.26,266.42
Oil & Masala,Masalas,Pudukottai,2018-03-17,1890,0.35,378.0
Snacks,Cookies,Namakkal,2018-09-22,781,0.23,351.45
Food Grains,Rice,Namakkal,2016-09-19,1097,0.18,460.74
Fruits & Veggies,Organic Fruits,Tirunelveli,2017-12-27,1140,0.29,114.0
Food Grains,Atta & Flour,Ooty,2017-03-31,2227,0.19,690.37
Food Grains,Atta & Flour,Pudukottai,2018-09-22,2190,0.17,175.2
Beverages,Health Drinks,Ramanadhapuram,2016-12-05,1710,0.2,102.6
Beverages,Health Drinks,Kanyakumari,2018-01-27,583,0.21,46.64
Fruits & Veggies,Organic Vegetables,Nagercoil,2016-03-26,543,0.18,244.35
"Eggs, Meat & Fish",Mutton,Pudukottai,2018-09-25,1887,0.25,547.23
"Eggs, Meat & Fish",Fish,Madurai,2018-06-16,2421,0.33,919.98
Oil & Masala,Masalas,Tirunelveli,2015-09-09,2097,0.17,733.95
Beverages,Soft Drinks,Dindigul,2016-01-27,2410,0.27,457.9
Oil & Masala,Spices,Ooty,2015-09-09,1947,0.24,194.7
Oil & Masala,Spices,Nagercoil,2018-07-13,2466,0.26,295.92
Food Grains,Organic Staples,Theni,2016-09-26,884,0.15,176.8
Snacks,Cookies,Virudhunagar,2015-12-01,672,0.31,114.24
Fruits & Veggies,Fresh Fruits,Theni,2015-11-18,1068,0.34,331.08
Fruits & Veggies,Fresh Vegetables,Dharmapuri,2018-01-19,2126,0.28,425.2
Bakery,Biscuits,Karur,2016-08-24,865,0.13,233.55
Beverages,Health Drinks,Theni,2018-01-27,1303,0.18,221.51
Oil & Masala,Spices,Chennai,2016-07-09,830,0.21,348.6
Oil & Masala,Spices,Krishnagiri,2017-03-31,795,0.15,127.2
Bakery,Biscuits,Madurai,2017-11-14,2292,0.25,229.2
Snacks,Cookies,Ooty,2016-01-27,1087,0.18,173.92
Snacks,Chocolates,Kanyakumari,2016-04-30,2043,0.16,143.01
Bakery,Biscuits,Perambalur,2017-11-14,860,0.19,206.4
Bakery,Cakes,Cumbum,2015-12-16,846,0.35,42.3
Bakery,Biscuits,Theni,2018-12-09,565,0.31,62.15
"Eggs, Meat & Fish",Eggs,Tirunelveli,2017-12-05,1464,0.35,146.4
Oil & Masala,Spices,Trichy,2015-04-30,760,0.29,281.2
"Eggs, Meat & Fish",Chicken,Vellore,2015-08-06,2426,0.22,970.4
Snacks,Noodles,Cumbum,2018-02-17,1050,0.19,472.5
Snacks,Chocolates,Coimbatore,2018-09-23,868,0.32,147.56
Fruits & Veggies,Organic Vegetables,Salem,2018-12-09,1265,0.34,392.15
Fruits & Veggies,Fresh Vegetables,Theni,2017-02-02,1949,0.31,545.72
Food Grains,Organic Staples,Kanyakumari,2016-11-08,2353,0.17,1011.79
Fruits & Veggies,Fresh Fruits,Coimbatore,2018-03-27,2200,0.27,902.0
Food Grains,Dals & Pulses,Nagercoil,2016-12-06,2053,0.23,739.08
Food Grains,Atta & Flour,Tenkasi,2018-12-03,2325,0.12,1046.25
"Eggs, Meat & Fish",Chicken,Coimbatore,2018-08-07,2415,0.15,120.75
Oil & Masala,Masalas,Cumbum,2015-05-02,537,0.34,53.7
Food Grains,Organic Staples,Namakkal,2017-09-05,1273,0.24,343.71
Beverages,Soft Drinks,Pudukottai,2015-04-11,1867,0.24,448.08
Food Grains,Dals & Pulses,Madurai,2018-07-29,2298,0.18,505.56
Oil & Masala,Masalas,Coimbatore,2015-04-11,682,0.31,170.5
Bakery,Cakes,Salem,2018-08-23,2126,0.35,935.44
"Eggs, Meat & Fish",Eggs,Pudukottai,2015-05-27,1878,0.18,131.46
Oil & Masala,Spices,Kanyakumari,2016-12-21,1202,0.2,168.28
Beverages,Health Drinks,Kanyakumari,2018-12-18,1867,0.34,317.39
Snacks,Cookies,Viluppuram,2016-06-04,639,0.21,166.14
Beverages,Health Drinks,Chennai,2016-12-14,739,0.19,169.97
Snacks,Chocolates,Nagercoil,2015-07-27,2050,0.12,676.5
Oil & Masala,Spices,Vellore,2016-09-12,2498,0.29,749.4
"Eggs, Meat & Fish",Mutton,Karur,2016-06-04,2380,0.35,214.2
Snacks,Chocolates,Ooty,2016-03-29,1789,0.29,178.9
Food Grains,Rice,Viluppuram,2018-04-25,1736,0.22,711.76
"Eggs, Meat & Fish",Chicken,Ramanadhapuram,2017-07-17,2399,0.13,359.85
Bakery,Breads & Buns,Pudukottai,2018-11-03,2191,0.24,832.58
Oil & Masala,Masalas,Kanyakumari,2017-11-05,2114,0.15,486.22
Oil & Masala,Spices,Ooty,2018-11-13,1040,0.1,52.0
Fruits & Veggies,Organic Vegetables,Kanyakumari,2018-07-27,1957,0.29,743.66
Bakery,Cakes,Nagercoil,2018-05-22,2343,0.33,773.19
"Eggs, Meat & Fish",Eggs,Krishnagiri,2016-10-23,1748,0.2,87.4
Oil & Masala,Masalas,Namakkal,2016-02-27,888,0.11,248.64
Oil & Masala,Spices,Bodi,2018-10-12,1141,0.23,171.15
Snacks,Noodles,Bodi,2017-11-27,1787,0.11,661.19
Snacks,Cookies,Madurai,2016-09-24,1360,0.33,340.0
Fruits & Veggies,Organic Fruits,Cumbum,2016-09-24,1699,0.21,84.95
Fruits & Veggies,Organic Vegetables,Namakkal,2016-12-17,1183,0.28,485.03
Snacks,Noodles,Ooty,2016-04-13,862,0.29,103.44
"Eggs, Meat & Fish",Mutton,Bodi,2017-03-17,538,0.21,118.36
Bakery,Biscuits,Ramanadhapuram,2017-06-27,644,0.22,167.44
Bakery,Breads & Buns,Salem,2017-07-17,2025,0.16,405.0
Bakery,Cakes,Perambalur,2016-06-09,1889,0.22,113.34
"Eggs, Meat & Fish",Fish,Virudhunagar,2015-12-29,1155,0.22,334.95
Oil & Masala,Masalas,Cumbum,2018-06-12,629,0.33,194.99
Oil & Masala,Edible Oil & Ghee,Tirunelveli,2016-04-11,1212,0.12,109.08
Bakery,Biscuits,Vellore,2017-06-24,2039,0.16,876.77
Fruits & Veggies,Fresh Vegetables,Chennai,2018-12-10,2113,0.18,169.04
"Eggs, Meat & Fish",Chicken,Vellore,2016-12-14,527,0.22,184.45
Bakery,Biscuits,Tirunelveli,2016-06-23,2353,0.13,588.25
Beverages,Health Drinks,Bodi,2017-07-07,1652,0.16,280.84
Beverages,Soft Drinks,Virudhunagar,2016-12-25,1476,0.25,457.56
Oil & Masala,Edible Oil & Ghee,Viluppuram,2018-06-11,2115,0.3,803.7
Fruits & Veggies,Fresh Fruits,Cumbum,2017-04-19,2373,0.16,355.95
Beverages,Soft Drinks,Karur,2015-08-04,2238,0.26,447.6
Snacks,Noodles,Coimbatore,2015-10-26,1393,0.25,515.41
Snacks,Cookies,Tenkasi,2018-12-03,1056,0.14,359.04
Beverages,Soft Drinks,Salem,2015-03-23,1813,0.11,199.43
Snacks,Cookies,Perambalur,2017-06-23,1052,0.19,252.48
Food Grains,Atta & Flour,Madurai,2018-12-03,1722,0.18,309.96
Bakery,Cakes,Ramanadhapuram,2015-10-31,659,0.15,230.65
"Eggs, Meat & Fish",Mutton,Tirunelveli,2015-05-27,1841,0.3,644.35
Fruits & Veggies,Organic Vegetables,Salem,2017-07-22,1908,0.1,744.12
Beverages,Health Drinks,Perambalur,2018-12-04,1610,0.34,531.3
Fruits & Veggies,Organic Vegetables,Tenkasi,2018-09-07,1294,0.24,439.96
Oil & Masala,Edible Oil & Ghee,Madurai,2017-07-31,2181,0.21,697.92
Beverages,Soft Drinks,Theni,2017-09-01,532,0.3,63.84
Beverages,Health Drinks,Namakkal,2017-12-09,651,0.16,240.87
Beverages,Soft Drinks,Nagercoil,2018-08-05,920,0.29,64.4
"Eggs, Meat & Fish",Fish,Cumbum,2018-03-03,595,0.35,178.5
"Eggs, Meat & Fish",Mutton,Kanyakumari,2017-12-09,1195,0.33,478.0
"Eggs, Meat & Fish",Eggs,Ooty,2016-03-05,2038,0.29,733.68
Bakery,Breads & Buns,Virudhunagar,2016-06-01,974,0.19,185.06
Snacks,Chocolates,Karur,2016-06-01,1272,0.26,508.8
Snacks,Noodles,Perambalur,2017-11-11,1278,0.15,575.1
Beverages,Health Drinks,Bodi,2017-09-22,1727,0.2,189.97
Food Grains,Rice,Tenkasi,2017-10-20,2108,0.13,653.48
Oil & Masala,Spices,Theni,2015-07-21,2345,0.11,422.1
"Eggs, Meat & Fish",Eggs,Karur,2017-08-26,964,0.14,318.12
Food Grains,Atta & Flour,Krishnagiri,2018-12-08,552,0.14,138.0
Bakery,Breads & Buns,Dharmapuri,2016-11-13,2266,0.32,362.56
Fruits & Veggies,Organic Vegetables,Nagercoil,2017-08-26,1193,0.27,202.81
"Eggs, Meat & Fish",Fish,Madurai,2015-11-19,2139,0.13,213.9
